order_item_id,order_id,product_id,quantity,unit_price,discount
93,46,78,1,274.78,0.2
94,46,35,1,482.46,0.0
95,47,168,1,35.65,0.05
96,47,17,1,1330.67,0.0
97,48,109,2,214.58,0.05
98,49,174,1,64.3,0.15
99,50,9,2,893.38,0.0
100,50,128,1,367.46,0.05
101,51,39,2,730.27,0.0
102,52,53,1,656.09,0.0
103,53,149,1,559.5,0.1
104,53,21,2,543.57,0.1
105,53,164,2,30.98,0.1
106,53,12,1,899.67,0.0
107,54,37,2,2349.94,0.0
108,54,171,2,41.81,0.0
109,55,130,1,690.85,0.0
110,55,17,1,1330.67,0.0
111,56,169,3,43.99,0.0
112,57,49,1,2052.49,0.0
113,58,15,1,1175.14,0.05
114,58,6,3,580.13,0.0
115,59,24,1,496.62,0.0
116,59,14,1,281.59,0.0
117,59,12,2,899.67,0.2
118,59,32,1,856.17,0.0
119,60,13,1,861.38,0.1
120,61,144,2,623.37,0.05
121,62,2,2,240.32,0.0
122,63,2,3,240.32,0.0
123,64,11,1,475.41,0.0
124,65,15,1,1175.14,0.0
125,66,56,2,580.05,0.05
126,67,114,1,233.3,0.0
127,68,57,1,714.19,0.1
128,68,104,1,276.16,0.0
129,68,108,1,387.83,0.0
130,69,4,1,560.23,0.05
131,69,9,1,893.38,0.0
132,70,31,2,1861.84,0.0
133,71,10,2,496.76,0.05
134,72,169,2,43.99,0.0
135,73,12,2,899.67,0.0
136,74,170,1,27.31,0.05
137,75,126,1,635.26,0.05
138,75,140,2,424.81,0.0
139,76,49,2,2052.49,0.0
140,77,156,1,38.57,0.0
141,78,161,2,31.02,0.0
142,78,25,2,900.0,0.05
143,78,128,1,367.46,0.05
144,79,5,2,983.84,0.05
145,79,16,1,1438.96,0.0
146,79,13,1,861.38,0.1
147,80,31,1,1861.84,0.0
148,81,16,1,1438.96,0.0
149,81,57,3,714.19,0.05
150,82,21,1,543.57,0.05
151,82,84,1,292.46,0.0
152,83,129,1,632.28,0.0
153,84,35,1,482.46,0.0
154,85,53,2,656.09,0.05
155,86,116,1,351.25,0.0
156,87,93,1,340.41,0.0
157,88,85,2,180.1,0.05
158,88,96,2,285.92,0.0
159,89,36,1,1805.42,0.05
160,90,14,1,281.59,0.0
161,91,124,1,394.12,0.15
162,91,175,1,37.24,0.0
163,92,146,1,78.96,0.0
164,93,36,1,1805.42,0.0
165,94,31,1,1861.84,0.15
166,95,19,1,344.43,0.0
167,95,138,1,569.79,0.0
168,95,56,1,580.05,0.0
169,96,98,2,218.62,0.0
170,97,6,1,580.13,0.0
171,98,28,1,784.32,0.05
172,99,4,2,560.23,0.0
173,100,38,1,846.62,0.1
174,101,165,1,11.79,0.0
175,101,5,3,983.84,0.05
176,102,87,3,255.5,0.0
177,103,15,1,1175.14,0.0
178,104,11,1,475.41,0.1
179,105,8,1,410.45,0.0
180,106,110,1,301.79,0.05
181,106,57,1,714.19,0.0
182,106,46,1,1831.34,0.1
183,107,26,1,597.08,0.0
184,108,154,2,67.7,0.1
185,109,132,1,684.44,0.15
186,109,3,1,744.38,0.0
187,109,7,2,1203.99,0.05
188,109,57,2,714.19,0.0
189,110,30,1,2294.13,0.05
190,111,160,1,54.58,0.0
191,112,151,1,6.17,0.15
192,113,19,1,344.43,0.1
193,114,8,1,410.45,0.1
194,114,155,1,28.84,0.2
195,115,16,1,1438.96,0.0
196,115,155,1,28.84,0.0
197,116,8,2,410.45,0.1
198,116,123,1,287.0,0.0
199,116,19,1,344.43,0.0
200,117,66,1,862.88,0.1
201,118,10,1,496.76,0.0
202,118,24,1,496.62,0.0
203,119,147,3,462.52,0.0
204,120,35,1,482.46,0.0
205,120,114,1,233.3,0.1
206,121,115,1,215.42,0.0
207,121,71,1,564.0,0.0
208,122,130,2,690.85,0.0
209,122,135,1,635.25,0.05
210,122,109,1,214.58,0.0
211,123,42,1,926.35,0.2
212,124,161,1,31.02,0.1
213,124,29,2,2154.66,0.15
214,125,122,1,25.6,0.1
215,125,32,1,856.17,0.05
216,125,144,1,623.37,0.0
217,125,29,1,2154.66,0.0
218,126,31,1,1861.84,0.05
219,127,94,1,206.74,0.0
220,127,157,2,70.72,0.0
221,128,151,1,6.17,0.0
222,128,74,2,435.88,0.0
223,128,7,2,1203.99,0.05
224,128,145,1,182.4,0.1
225,129,49,1,2052.49,0.05
226,130,103,1,220.54,0.05
227,130,94,1,206.74,0.0
228,131,167,1,60.83,0.05
229,131,96,1,285.92,0.0
230,132,5,1,983.84,0.0
231,133,20,1,1259.83,0.0
232,134,1,1,231.51,0.0
233,135,89,2,157.12,0.0
234,135,71,1,564.0,0.0
235,136,70,1,554.43,0.1
236,137,28,1,784.32,0.0
237,138,97,3,274.08,0.1
238,138,33,1,1625.77,0.1
239,139,6,1,580.13,0.0
240,140,40,1,1027.7,0.0
241,141,39,1,730.27,0.15
242,142,1,1,231.51,0.15
243,142,104,1,276.16,0.1
244,143,78,1,274.78,0.0
245,144,90,1,92.0,0.0
246,145,107,1,206.43,0.05
247,145,148,1,174.44,0.05
248,146,137,2,641.9,0.1
249,147,91,1,261.69,0.0
250,148,16,1,1438.96,0.0
251,149,3,1,744.38,0.0
252,150,33,1,1625.77,0.05
253,151,55,1,458.59,0.0
254,151,114,1,233.3,0.2
255,151,14,1,281.59,0.0
256,151,64,1,262.34,0.0
257,152,30,1,2294.13,0.15
258,153,96,3,285.92,0.0
259,153,144,1,623.37,0.0
260,153,173,1,47.43,0.0
261,154,129,1,632.28,0.1
262,155,6,1,580.13,0.0
263,156,91,1,261.69,0.0
264,157,175,1,37.24,0.1
265,158,44,1,633.94,0.0
266,159,159,2,11.9,0.0
267,159,121,2,434.1,0.0
268,159,78,2,274.78,0.0
269,159,153,1,58.82,0.15
270,160,152,1,38.17,0.0
271,161,43,1,1099.47,0.0
272,161,71,3,564.0,0.1
273,162,89,1,157.12,0.0
274,162,168,1,35.65,0.1
275,163,155,1,28.84,0.0
276,164,61,1,188.28,0.05
277,165,39,1,730.27,0.1
278,166,175,2,37.24,0.05
279,167,145,2,182.4,0.0
280,167,125,1,205.61,0.05
281,168,9,1,893.38,0.0
282,168,64,1,262.34,0.0
283,169,166,1,58.4,0.2
284,169,7,1,1203.99,0.0
285,170,5,1,983.84,0.0
286,170,7,1,1203.99,0.0
287,171,159,1,11.9,0.0
288,172,96,1,285.92,0.1
289,172,39,1,730.27,0.0
290,172,106,1,347.14,0.0
291,172,12,1,899.67,0.05
292,173,83,2,220.71,0.0
293,173,73,1,264.34,0.0
294,174,6,1,580.13,0.0
295,174,126,1,635.26,0.0
296,175,146,1,78.96,0.0
297,176,39,2,730.27,0.0
298,177,49,1,2052.49,0.2
299,177,159,1,11.9,0.05
300,177,41,1,970.93,0.0
301,178,119,3,264.87,0.05
302,179,31,1,1861.84,0.05
303,179,10,1,496.76,0.0
304,180,56,1,580.05,0.0
305,181,47,1,2343.1,0.1
306,181,143,1,624.59,0.05
307,182,97,1,274.08,0.0
308,182,31,1,1861.84,0.05
309,183,20,1,1259.83,0.0
310,183,156,1,38.57,0.0
311,184,2,1,240.32,0.0
312,184,42,1,926.35,0.0
313,184,36,1,1805.42,0.0
314,185,169,1,43.99,0.0
315,186,74,1,435.88,0.0
316,186,171,2,41.81,0.05
317,187,31,1,1861.84,0.05
318,188,31,3,1861.84,0.0
319,189,134,1,448.79,0.0
320,189,133,1,588.67,0.0
321,189,56,1,580.05,0.0
322,190,168,2,35.65,0.15
323,191,8,1,410.45,0.0
324,191,40,1,1027.7,0.05
325,191,23,2,282.23,0.0
326,191,20,1,1259.83,0.0
327,192,160,1,54.58,0.0
328,193,14,1,281.59,0.0
329,194,77,1,173.17,0.0
330,194,24,1,496.62,0.1
331,194,68,1,345.57,0.0
332,194,112,1,71.21,0.0
333,195,147,2,462.52,0.2
334,196,20,1,1259.83,0.2
335,196,167,1,60.83,0.0
336,196,175,1,37.24,0.0
337,196,119,3,264.87,0.0
338,197,166,2,58.4,0.2
339,197,168,1,35.65,0.0
340,197,74,1,435.88,0.05
341,198,87,1,255.5,0.05
342,199,162,1,67.56,0.0
343,200,122,1,25.6,0.0
344,200,10,1,496.76,0.05
345,200,48,1,775.66,0.0
346,201,129,1,632.28,0.0
347,202,90,1,92.0,0.0
348,202,39,1,730.27,0.05
349,202,135,2,635.25,0.0
350,202,25,1,900.0,0.0
351,203,17,1,1330.67,0.1
352,204,91,2,261.69,0.0
353,205,166,1,58.4,0.05
354,205,157,1,70.72,0.0
355,205,47,1,2343.1,0.0
356,206,7,2,1203.99,0.0
357,207,146,2,78.96,0.05
358,207,36,1,1805.42,0.05
359,208,48,1,775.66,0.0
360,209,74,3,435.88,0.0
361,210,23,1,282.23,0.0
362,211,125,1,205.61,0.0
363,211,148,1,174.44,0.0
364,212,158,3,28.13,0.1
365,213,109,1,214.58,0.0
366,213,8,2,410.45,0.0
367,214,27,1,526.29,0.0
368,215,72,1,930.61,0.0
369,216,119,1,264.87,0.15
370,216,57,2,714.19,0.05
371,217,37,3,2349.94,0.0
372,218,87,1,255.5,0.0
373,218,166,2,58.4,0.0
374,219,146,1,78.96,0.0
375,220,118,1,227.27,0.1
376,221,120,1,444.02,0.1
377,222,13,1,861.38,0.1
378,223,111,1,287.93,0.0
379,223,137,2,641.9,0.1
380,223,25,1,900.0,0.0
381,224,32,1,856.17,0.0
382,225,7,1,1203.99,0.05
383,226,6,2,580.13,0.0
384,227,20,1,1259.83,0.05
385,227,47,1,2343.1,0.0
386,228,73,3,264.34,0.0
387,229,117,1,331.2,0.0
388,229,47,1,2343.1,0.0
389,230,108,1,387.83,0.2
390,231,31,1,1861.84,0.0
391,231,9,3,893.38,0.0
392,231,95,1,53.11,0.0
393,231,101,1,303.31,0.05
394,232,152,1,38.17,0.0
395,232,166,1,58.4,0.15
396,233,117,1,331.2,0.0
397,233,113,1,24.88,0.0
398,234,146,1,78.96,0.0
399,235,49,1,2052.49,0.0
400,236,49,1,2052.49,0.05
401,237,24,1,496.62,0.0
402,237,119,1,264.87,0.1
403,238,28,1,784.32,0.0
404,239,111,2,287.93,0.2
405,239,8,2,410.45,0.1
406,240,100,1,92.31,0.05
407,241,161,1,31.02,0.0
408,242,110,1,301.79,0.0
409,242,135,1,635.25,0.05
410,242,55,1,458.59,0.0
411,243,30,1,2294.13,0.0
412,243,52,1,947.35,0.0
413,244,130,1,690.85,0.0
414,245,7,1,1203.99,0.0
415,246,11,1,475.41,0.0
416,246,30,1,2294.13,0.0
417,247,135,3,635.25,0.15
418,247,32,1,856.17,0.0
419,248,10,1,496.76,0.0
420,248,43,1,1099.47,0.1
421,248,84,2,292.46,0.1
422,249,16,1,1438.96,0.0
423,249,111,1,287.93,0.0
424,250,123,1,287.0,0.0
425,250,72,1,930.61,0.0
426,251,10,1,496.76,0.0
427,252,43,1,1099.47,0.0
428,253,46,1,1831.34,0.0
429,253,48,1,775.66,0.05
430,254,103,1,220.54,0.0
431,254,78,1,274.78,0.0
432,254,11,1,475.41,0.05
433,255,70,1,554.43,0.0
434,256,85,1,180.1,0.0
435,257,78,2,274.78,0.1
436,257,146,1,78.96,0.0
437,258,151,1,6.17,0.1
438,259,158,2,28.13,0.0
439,259,21,1,543.57,0.0
440,260,8,1,410.45,0.1
441,260,41,1,970.93,0.2
442,261,41,1,970.93,0.0
443,262,118,1,227.27,0.0
444,262,1,1,231.51,0.0
445,263,7,1,1203.99,0.05
446,264,73,1,264.34,0.05
447,264,14,1,281.59,0.05
448,265,159,1,11.9,0.0
449,265,129,1,632.28,0.1
450,266,120,1,444.02,0.0
451,267,48,1,775.66,0.15
452,268,42,2,926.35,0.05
453,268,142,1,116.01,0.0
454,269,35,1,482.46,0.0
455,269,28,1,784.32,0.0
456,270,133,1,588.67,0.0
457,270,129,1,632.28,0.05
458,271,4,1,560.23,0.1
459,272,34,1,542.89,0.1
460,272,157,3,70.72,0.15
461,273,90,1,92.0,0.0
462,274,139,1,280.41,0.2
463,274,151,1,6.17,0.0
464,275,134,1,448.79,0.0
465,276,130,2,690.85,0.0
466,277,87,1,255.5,0.1
467,277,101,3,303.31,0.0
468,278,43,2,1099.47,0.0
469,278,23,1,282.23,0.15
470,279,173,1,47.43,0.0
471,279,106,1,347.14,0.0
472,279,139,1,280.41,0.05
473,279,120,1,444.02,0.15
474,280,106,1,347.14,0.0
475,280,28,1,784.32,0.0
476,281,146,2,78.96,0.0
477,281,17,1,1330.67,0.0
478,282,78,1,274.78,0.0
479,282,64,1,262.34,0.15
480,282,45,1,1559.3,0.0
481,282,15,1,1175.14,0.0
482,283,155,2,28.84,0.0
483,283,107,1,206.43,0.1
484,284,175,1,37.24,0.1
485,284,3,1,744.38,0.2
486,285,7,2,1203.99,0.2
487,286,43,1,1099.47,0.0
488,287,10,1,496.76,0.0
489,288,49,1,2052.49,0.0
490,288,29,1,2154.66,0.0
491,288,137,1,641.9,0.0
492,288,35,1,482.46,0.0
493,289,152,1,38.17,0.0
494,290,139,1,280.41,0.0
495,290,13,1,861.38,0.0
496,291,56,2,580.05,0.0
497,292,122,1,25.6,0.0
498,293,79,3,147.48,0.1
499,294,65,1,854.98,0.05
500,295,151,1,6.17,0.0
501,296,20,1,1259.83,0.2
502,297,105,1,432.62,0.0
503,298,89,1,157.12,0.0
504,299,30,1,2294.13,0.2
505,299,162,1,67.56,0.0
506,300,84,2,292.46,0.1
507,301,22,1,1492.69,0.1
508,302,136,1,639.35,0.0
509,302,102,1,49.71,0.0
510,302,127,2,389.57,0.0
511,303,24,1,496.62,0.15
512,304,64,1,262.34,0.0
513,305,144,1,623.37,0.0
514,306,99,1,73.05,0.15
515,307,83,2,220.71,0.0
516,308,24,1,496.62,0.0
517,309,17,2,1330.67,0.0
518,310,132,1,684.44,0.0
519,311,7,2,1203.99,0.0
520,312,37,3,2349.94,0.0
521,313,98,1,218.62,0.05
522,314,124,1,394.12,0.0
523,314,29,1,2154.66,0.05
524,314,169,1,43.99,0.2
525,315,26,2,597.08,0.0
526,316,162,1,67.56,0.0
527,317,169,1,43.99,0.0
528,318,127,2,389.57,0.0
529,318,128,2,367.46,0.1
530,319,109,1,214.58,0.0
531,320,33,1,1625.77,0.0
532,320,115,1,215.42,0.0
533,320,28,1,784.32,0.1
534,321,66,1,862.88,0.0
535,322,82,1,159.8,0.15
536,323,142,1,116.01,0.1
537,323,88,1,46.08,0.0
538,323,108,2,387.83,0.1
539,324,12,1,899.67,0.2
540,325,4,1,560.23,0.0
541,325,108,1,387.83,0.0
542,326,173,1,47.43,0.2
543,326,26,1,597.08,0.0
544,327,23,1,282.23,0.0
545,328,142,1,116.01,0.0
546,328,61,1,188.28,0.1
547,329,63,1,335.01,0.1
548,330,42,2,926.35,0.0
549,330,56,2,580.05,0.0
550,331,61,1,188.28,0.0
551,332,120,1,444.02,0.0
552,332,7,2,1203.99,0.0
553,333,83,2,220.71,0.0
554,334,26,1,597.08,0.0
555,335,7,1,1203.99,0.0
556,335,44,1,633.94,0.1
557,336,84,3,292.46,0.05
558,336,23,2,282.23,0.0
559,336,68,2,345.57,0.15
560,337,127,1,389.57,0.0
561,338,14,2,281.59,0.0
562,338,145,1,182.4,0.0
563,339,63,1,335.01,0.0
564,339,72,1,930.61,0.0
565,339,33,3,1625.77,0.0
566,340,37,2,2349.94,0.1
567,340,111,2,287.93,0.0
568,341,96,1,285.92,0.05
569,342,101,1,303.31,0.0
570,343,17,2,1330.67,0.0
571,344,10,1,496.76,0.0
572,345,3,3,744.38,0.1
573,346,162,1,67.56,0.0
574,346,47,1,2343.1,0.0
575,346,5,1,983.84,0.0
576,347,93,3,340.41,0.0
577,348,28,1,784.32,0.0
578,348,158,1,28.13,0.0
579,349,23,2,282.23,0.1
580,350,153,1,58.82,0.0
581,351,51,1,385.81,0.0
582,352,139,1,280.41,0.0
583,352,129,1,632.28,0.0
584,353,4,1,560.23,0.0
585,354,156,1,38.57,0.1
586,355,111,1,287.93,0.1
587,356,124,1,394.12,0.0
588,357,15,1,1175.14,0.05
589,357,174,1,64.3,0.1
590,357,171,1,41.81,0.0
591,357,136,1,639.35,0.0
592,358,21,1,543.57,0.1
593,358,164,1,30.98,0.05
594,358,114,1,233.3,0.1
595,359,21,1,543.57,0.05
596,360,171,2,41.81,0.05
597,361,96,1,285.92,0.0
598,361,113,2,24.88,0.0
599,362,101,1,303.31,0.05
600,363,148,1,174.44,0.05
601,363,5,2,983.84,0.0
602,364,8,1,410.45,0.0
603,365,17,1,1330.67,0.0
604,366,90,1,92.0,0.0
605,366,87,1,255.5,0.0
606,366,68,1,345.57,0.15
607,367,75,2,548.76,0.05
608,368,166,1,58.4,0.0
609,368,31,1,1861.84,0.0
610,369,122,1,25.6,0.0
611,370,9,2,893.38,0.1
612,371,122,1,25.6,0.05
613,372,26,1,597.08,0.0
614,373,72,1,930.61,0.0
615,373,9,1,893.38,0.0
616,374,10,3,496.76,0.0
617,375,175,1,37.24,0.0
618,375,91,1,261.69,0.0
619,375,140,1,424.81,0.05
620,376,90,1,92.0,0.05
621,377,123,1,287.0,0.0
622,378,100,1,92.31,0.1
623,379,61,1,188.28,0.0
624,380,92,1,113.95,0.0
625,381,67,1,755.51,0.05
626,382,140,1,424.81,0.0
627,382,92,1,113.95,0.0
628,382,123,1,287.0,0.05
629,383,34,2,542.89,0.0
630,384,44,1,633.94,0.0
631,384,128,1,367.46,0.15
632,385,42,1,926.35,0.0
633,385,6,1,580.13,0.2
634,385,37,1,2349.94,0.0
635,385,69,2,502.41,0.0
636,386,51,2,385.81,0.0
637,386,106,1,347.14,0.15
638,387,96,1,285.92,0.0
639,388,16,1,1438.96,0.05
640,389,153,2,58.82,0.0
641,389,90,1,92.0,0.0
642,390,31,1,1861.84,0.0
643,391,165,1,11.79,0.05
644,392,102,2,49.71,0.1
645,393,154,1,67.7,0.2
646,394,72,2,930.61,0.0
647,395,167,1,60.83,0.2
648,395,3,1,744.38,0.1
649,396,42,2,926.35,0.0
650,396,6,1,580.13,0.0
651,397,143,2,624.59,0.0
652,397,93,2,340.41,0.0
653,398,46,1,1831.34,0.0
654,398,168,1,35.65,0.0
655,399,97,1,274.08,0.05
656,400,51,1,385.81,0.0
657,401,44,1,633.94,0.0
658,402,69,1,502.41,0.0
659,403,85,1,180.1,0.0
660,403,168,1,35.65,0.0
661,403,5,1,983.84,0.0
662,404,8,1,410.45,0.0
663,405,39,1,730.27,0.2
664,406,84,1,292.46,0.0
665,407,65,1,854.98,0.0
666,408,168,1,35.65,0.0
667,409,10,2,496.76,0.0
668,410,161,1,31.02,0.0
669,411,24,1,496.62,0.0
670,411,154,1,67.7,0.2
671,411,144,1,623.37,0.05
672,411,23,1,282.23,0.05
673,412,152,1,38.17,0.05
674,412,6,1,580.13,0.0
675,413,13,2,861.38,0.15
676,413,112,3,71.21,0.15
677,413,44,1,633.94,0.0
678,413,16,1,1438.96,0.05
679,414,90,1,92.0,0.0
680,414,16,1,1438.96,0.0
681,415,133,1,588.67,0.0
682,416,124,1,394.12,0.0
683,416,98,1,218.62,0.0
684,417,1,1,231.51,0.0
685,418,165,1,11.79,0.0
686,418,17,1,1330.67,0.0
687,419,20,2,1259.83,0.0
688,419,3,2,744.38,0.0
689,419,152,1,38.17,0.0
690,420,27,1,526.29,0.0
691,421,48,1,775.66,0.0
692,421,99,1,73.05,0.0
693,422,140,1,424.81,0.0
694,423,2,1,240.32,0.0
695,423,15,1,1175.14,0.05
696,423,156,3,38.57,0.15
697,424,5,1,983.84,0.0
698,424,23,2,282.23,0.0
699,424,157,1,70.72,0.0
700,425,33,3,1625.77,0.0
701,425,46,2,1831.34,0.0
702,426,115,1,215.42,0.0
703,426,169,1,43.99,0.05
704,427,33,1,1625.77,0.0
705,428,27,2,526.29,0.0
706,429,157,3,70.72,0.0
707,429,148,1,174.44,0.0
708,430,25,2,900.0,0.0
709,431,151,2,6.17,0.05
710,431,130,1,690.85,0.05
711,431,14,1,281.59,0.0
712,432,138,1,569.79,0.1
713,433,127,1,389.57,0.15
714,433,140,1,424.81,0.1
715,434,25,1,900.0,0.0
716,434,153,1,58.82,0.05
717,435,146,1,78.96,0.0
718,436,57,1,714.19,0.1
719,436,144,2,623.37,0.0
720,437,154,1,67.7,0.05
721,438,168,1,35.65,0.05
722,439,31,1,1861.84,0.0
723,439,132,3,684.44,0.0
724,439,43,1,1099.47,0.0
725,440,155,1,28.84,0.0
726,441,7,1,1203.99,0.05
727,442,20,1,1259.83,0.0
728,442,142,1,116.01,0.0
729,443,95,1,53.11,0.2
730,444,21,1,543.57,0.0
731,445,125,1,205.61,0.0
732,445,16,1,1438.96,0.15
733,445,12,1,899.67,0.0
734,446,120,3,444.02,0.0
735,446,11,1,475.41,0.0
736,447,138,1,569.79,0.0
737,448,152,3,38.17,0.0
738,448,1,3,231.51,0.0
739,448,133,1,588.67,0.05
740,449,10,1,496.76,0.0
741,449,118,2,227.27,0.0
742,449,37,2,2349.94,0.0
743,450,24,1,496.62,0.0
744,451,41,2,970.93,0.1
745,452,167,1,60.83,0.0
746,453,134,1,448.79,0.0
747,454,19,3,344.43,0.0
748,454,142,2,116.01,0.0
749,454,80,2,299.0,0.0
750,455,164,2,30.98,0.1
751,455,159,1,11.9,0.0
752,456,80,1,299.0,0.0
753,457,137,1,641.9,0.05
754,458,41,1,970.93,0.0
755,459,38,1,846.62,0.15
756,459,5,1,983.84,0.05
757,459,17,1,1330.67,0.2
758,459,43,1,1099.47,0.05
759,460,165,2,11.79,0.15
760,461,36,1,1805.42,0.0
761,462,141,1,622.59,0.0
762,462,42,1,926.35,0.0
763,463,40,1,1027.7,0.0
764,463,143,1,624.59,0.1
765,464,113,1,24.88,0.0
766,465,24,1,496.62,0.0
767,465,43,1,1099.47,0.0
768,466,12,2,899.67,0.0
769,467,125,2,205.61,0.0
770,468,16,1,1438.96,0.15
771,469,167,1,60.83,0.05
772,470,58,1,407.29,0.0
773,471,168,1,35.65,0.0
774,472,129,1,632.28,0.0
775,472,140,1,424.81,0.1
776,473,125,1,205.61,0.1
777,473,139,1,280.41,0.0
778,474,39,1,730.27,0.0
779,474,103,1,220.54,0.0
780,475,22,1,1492.69,0.2
781,476,157,1,70.72,0.0
782,477,21,1,543.57,0.0
783,478,146,1,78.96,0.0
784,478,83,1,220.71,0.0
785,479,37,2,2349.94,0.0
786,479,106,1,347.14,0.0
787,480,60,1,228.38,0.1
788,481,148,1,174.44,0.0
789,481,19,1,344.43,0.05
790,482,4,1,560.23,0.0
791,483,167,2,60.83,0.05
792,484,122,1,25.6,0.0
793,485,16,3,1438.96,0.0
794,485,42,2,926.35,0.05
795,486,110,1,301.79,0.0
796,487,73,2,264.34,0.0
797,488,108,1,387.83,0.0
798,489,161,1,31.02,0.05
799,489,68,1,345.57,0.0
800,489,35,1,482.46,0.15
801,490,9,1,893.38,0.2
802,491,48,1,775.66,0.0
803,492,69,1,502.41,0.05
804,493,5,1,983.84,0.1
805,494,27,1,526.29,0.0
806,494,47,1,2343.1,0.0
807,494,4,1,560.23,0.0
808,495,169,1,43.99,0.1
809,495,170,1,27.31,0.05
810,496,128,1,367.46,0.0
811,497,160,1,54.58,0.0
812,498,85,3,180.1,0.0
813,498,72,1,930.61,0.0
814,498,10,1,496.76,0.0
815,499,91,1,261.69,0.05
816,500,101,2,303.31,0.0
817,500,13,1,861.38,0.05
818,500,33,1,1625.77,0.0
819,501,99,1,73.05,0.0
820,502,21,1,543.57,0.0
821,502,13,1,861.38,0.0
822,502,131,2,602.2,0.1
823,502,49,1,2052.49,0.0
824,503,13,2,861.38,0.05
825,503,164,1,30.98,0.05
826,504,117,2,331.2,0.05
827,505,7,1,1203.99,0.0
828,505,43,1,1099.47,0.2
829,506,138,2,569.79,0.0
830,507,35,1,482.46,0.05
831,508,23,1,282.23,0.0
832,508,6,1,580.13,0.0
833,509,155,1,28.84,0.0
834,509,15,1,1175.14,0.0
835,510,115,1,215.42,0.05
836,511,68,1,345.57,0.15
837,512,55,1,458.59,0.2
838,512,61,2,188.28,0.0
839,512,43,1,1099.47,0.0
840,513,21,3,543.57,0.0
841,513,143,1,624.59,0.0
842,513,85,2,180.1,0.0
843,514,31,1,1861.84,0.05
844,515,165,3,11.79,0.0
845,516,56,1,580.05,0.0
846,516,119,1,264.87,0.05
847,516,173,1,47.43,0.0
848,517,58,1,407.29,0.0
849,518,129,1,632.28,0.1
850,519,156,1,38.57,0.1
851,520,70,1,554.43,0.0
852,520,54,1,913.58,0.0
853,520,29,3,2154.66,0.0
854,520,168,1,35.65,0.0
855,521,71,1,564.0,0.0
856,522,166,2,58.4,0.0
857,522,36,1,1805.42,0.15
858,522,89,3,157.12,0.0
859,522,159,1,11.9,0.0
860,523,123,1,287.0,0.0
861,523,175,1,37.24,0.0
862,524,67,1,755.51,0.0
