payment_id,order_id,amount,payment_date,payment_method,status
62,62,480.64,2024-01-12T11:21:20,card,completed
63,63,720.96,2024-07-17T17:34:58,card,completed
64,64,475.41,2026-02-15T16:28:23,paypal,refunded
65,65,1175.14,2026-03-02T04:11:24,card,completed
66,66,1102.09,2025-06-04T05:59:02,card,completed
67,67,233.3,2026-06-18T05:49:49,bizum,pending
68,68,1306.76,2026-03-18T15:31:25,card,completed
69,69,1425.6,2026-01-21T06:42:56,card,completed
70,70,3723.68,2026-06-14T14:24:09,paypal,completed
71,71,943.84,2025-11-24T22:21:32,transfer,completed
72,72,87.98,2024-11-14T14:09:25,card,completed
73,73,1799.34,2025-10-07T10:08:03,transfer,completed
74,74,25.94,2025-10-26T19:32:51,card,completed
75,75,1453.12,2026-06-07T16:39:32,paypal,completed
76,76,4104.98,2024-10-28T17:49:17,card,completed
77,77,38.57,2024-10-20T14:08:59,card,completed
78,78,2121.13,2026-02-12T12:48:55,card,refunded
79,79,4083.5,2025-08-20T06:16:53,paypal,refunded
80,80,1861.84,2025-08-03T04:52:36,paypal,completed
81,81,3474.4,2026-04-10T04:15:28,transfer,completed
82,82,808.85,2024-05-23T05:08:48,card,completed
83,83,632.28,2026-02-20T05:01:10,paypal,completed
84,84,482.46,2024-09-06T17:43:08,card,refunded
85,85,1246.57,2026-04-30T06:18:26,card,refunded
86,86,351.25,2025-09-10T05:06:28,card,completed
87,87,340.41,2025-02-20T01:57:06,card,refunded
88,88,914.03,2024-04-01T17:38:38,card,completed
89,89,1715.15,2025-06-18T18:24:08,transfer,completed
90,90,281.59,2026-02-16T15:07:57,card,completed
91,91,372.24,2024-05-03T20:35:07,card,completed
92,92,78.96,2026-02-02T10:00:25,paypal,completed
93,93,1805.42,2025-09-06T16:39:02,card,completed
94,94,1582.56,2026-03-18T18:35:52,card,completed
95,95,1494.27,2025-04-09T19:46:26,card,failed
96,96,437.24,2025-12-18T01:30:53,card,pending
97,97,580.13,2025-11-18T07:57:24,bizum,refunded
98,98,745.1,2024-11-27T23:47:58,bizum,refunded
99,99,1120.46,2026-02-10T01:10:24,card,completed
100,100,761.96,2024-07-28T03:10:01,card,completed
101,101,2815.73,2025-11-07T21:24:20,card,refunded
102,102,766.5,2024-11-21T15:35:20,card,completed
103,103,1175.14,2025-09-05T07:31:22,card,completed
104,104,427.87,2026-03-12T19:22:47,card,refunded
105,105,410.45,2024-04-06T11:47:01,paypal,completed
106,106,2649.1,2024-08-19T09:44:01,card,refunded
107,107,597.08,2024-03-05T14:59:08,card,completed
108,108,121.86,2026-01-09T23:52:49,card,completed
109,109,5042.11,2024-10-08T05:19:28,card,completed
110,110,2179.42,2026-06-13T17:49:14,card,completed
111,111,54.58,2025-10-09T22:51:28,bizum,pending
112,112,5.24,2025-12-13T16:27:23,card,pending
113,113,309.99,2026-06-21T03:23:22,card,completed
114,114,392.48,2024-07-09T13:26:14,card,completed
115,115,1467.8,2026-06-19T00:05:24,card,completed
116,116,1370.24,2025-07-15T23:06:49,card,completed
117,117,776.59,2026-03-26T19:27:28,card,completed
118,118,993.38,2024-08-27T07:42:47,card,completed
119,119,1387.56,2025-10-11T10:19:31,card,completed
120,120,692.43,2025-10-19T04:45:17,paypal,completed
121,121,779.42,2026-03-29T01:45:45,card,completed
122,122,2199.77,2025-11-26T16:43:58,transfer,refunded
123,123,741.08,2025-05-15T16:37:16,bizum,pending
124,124,3690.84,2025-04-14T07:21:58,bizum,completed
125,125,3614.43,2026-02-06T09:58:36,card,completed
126,126,1768.75,2025-01-09T03:00:03,paypal,completed
127,127,348.18,2026-04-06T01:53:07,card,refunded
128,128,3329.67,2024-02-21T11:07:23,card,completed
129,129,1949.87,2025-07-03T03:27:55,transfer,completed
130,130,416.25,2026-04-03T04:49:53,card,completed
131,131,343.71,2025-03-15T00:20:17,card,completed
132,132,983.84,2024-11-27T04:23:26,paypal,completed
133,133,1259.83,2026-06-16T02:34:43,card,completed
134,134,231.51,2024-09-24T03:43:45,transfer,completed
135,135,878.24,2024-05-29T10:53:43,card,completed
136,136,498.99,2025-10-21T05:12:04,paypal,completed
137,137,784.32,2025-12-01T22:13:15,bizum,failed
138,138,2203.21,2025-04-24T07:45:25,paypal,refunded
139,139,580.13,2025-10-30T14:59:23,transfer,completed
140,140,1027.7,2024-06-29T03:39:28,card,completed
141,141,620.73,2026-01-24T13:58:55,card,completed
142,142,445.33,2025-11-26T05:05:27,paypal,completed
143,143,274.78,2024-06-03T09:02:07,paypal,refunded
144,144,92.0,2025-04-20T21:50:44,card,completed
145,145,361.83,2025-08-28T23:58:18,paypal,completed
146,146,1155.42,2025-01-20T18:33:04,card,pending
147,147,261.69,2026-05-24T14:15:47,card,completed
148,148,1438.96,2025-12-26T08:42:50,card,completed
149,149,744.38,2026-04-04T08:46:39,paypal,completed
150,150,1544.48,2025-02-03T19:14:03,bizum,completed
151,151,1189.16,2025-03-05T14:05:03,paypal,completed
152,152,1950.01,2024-02-18T06:17:25,paypal,completed
153,153,1528.56,2026-06-25T02:39:27,card,completed
154,154,569.05,2024-07-01T09:32:45,card,completed
155,155,580.13,2025-01-31T14:29:23,paypal,completed
156,156,261.69,2026-06-23T18:14:33,card,completed
157,157,33.52,2025-10-13T03:00:03,paypal,completed
158,158,633.94,2025-08-05T10:06:08,card,completed
159,159,1491.56,2025-08-03T18:36:57,card,completed
160,160,38.17,2025-05-11T14:13:33,paypal,refunded
161,161,2622.27,2024-12-14T08:41:18,transfer,completed
162,162,189.21,2025-04-30T15:49:08,card,failed
163,163,28.84,2026-03-15T22:17:34,card,refunded
164,164,178.87,2025-10-10T23:57:32,bizum,refunded
165,165,657.24,2025-11-04T00:27:40,paypal,completed
166,166,70.76,2024-09-06T18:04:25,transfer,refunded
167,167,560.13,2024-12-26T09:26:20,card,completed
168,168,1155.72,2026-01-24T09:47:07,card,refunded
169,169,1250.71,2025-02-25T01:04:07,card,completed
170,170,2187.83,2025-06-17T02:19:31,card,pending
171,171,11.9,2026-02-23T20:59:42,card,completed
172,172,2189.42,2024-10-16T16:34:23,card,completed
173,173,705.76,2025-12-02T18:11:24,bizum,refunded
174,174,1215.39,2024-12-06T13:23:13,card,completed
175,175,78.96,2024-12-29T20:53:43,paypal,completed
176,176,1460.54,2026-01-24T18:31:32,bizum,completed
177,177,2624.23,2025-01-08T01:40:26,card,pending
178,178,754.88,2025-12-12T13:56:37,card,completed
179,179,2265.51,2026-01-18T23:52:24,card,refunded
180,180,580.05,2026-06-08T15:09:19,transfer,completed
181,181,2702.15,2025-03-19T13:34:24,paypal,completed
182,182,2042.83,2026-04-29T01:55:03,card,completed
183,183,1298.4,2025-10-02T14:35:50,transfer,completed
184,184,2972.09,2025-07-25T11:18:43,card,completed
185,185,43.99,2025-09-15T00:17:24,card,completed
186,186,515.32,2025-01-19T11:03:54,paypal,completed
187,187,1768.75,2024-06-15T13:24:30,paypal,completed
188,188,5585.52,2025-02-18T08:55:29,card,completed
189,189,1617.51,2026-03-01T08:28:59,card,completed
190,190,60.6,2026-01-27T00:20:57,card,completed
191,191,3211.05,2026-06-13T11:11:46,card,completed
192,192,54.58,2025-11-08T15:17:06,paypal,completed
193,193,281.59,2026-04-23T10:11:17,paypal,completed
194,194,1036.91,2025-05-30T08:25:39,card,completed
195,195,740.03,2025-05-29T13:33:43,transfer,completed
196,196,1900.54,2026-03-19T03:28:47,paypal,completed
197,197,543.18,2024-09-27T14:21:28,card,pending
198,198,242.72,2025-10-19T20:40:25,card,completed
199,199,67.56,2024-01-22T04:45:32,card,completed
200,200,1273.18,2024-10-28T11:28:08,transfer,completed
201,201,632.28,2026-05-11T11:34:48,paypal,refunded
202,202,2956.26,2026-01-03T07:22:49,card,refunded
203,203,1197.6,2024-10-25T21:17:18,transfer,completed
204,204,523.38,2026-05-06T16:22:05,card,completed
205,205,2469.3,2024-12-04T19:30:44,transfer,completed
206,206,2407.98,2025-01-10T16:52:11,card,refunded
207,207,1865.17,2025-07-28T04:21:57,card,completed
208,208,775.66,2026-04-10T21:57:56,paypal,completed
209,209,1307.64,2026-01-05T03:19:15,card,completed
210,210,282.23,2024-10-17T01:46:56,paypal,completed
211,211,380.05,2026-06-01T14:43:24,paypal,completed
212,212,75.95,2026-02-18T09:05:48,paypal,completed
213,213,1035.48,2026-01-26T05:05:22,transfer,completed
214,214,526.29,2025-09-27T08:05:35,card,refunded
215,215,930.61,2025-12-12T22:56:54,transfer,completed
216,216,1582.1,2026-05-19T21:20:23,paypal,failed
217,217,7049.82,2024-12-30T02:43:48,card,completed
218,218,372.3,2026-03-03T07:11:59,card,completed
219,219,78.96,2026-01-03T12:04:16,bizum,completed
220,220,204.54,2026-06-02T06:06:58,card,completed
221,221,399.62,2026-06-13T18:03:48,paypal,completed
222,222,775.24,2026-02-14T06:17:30,card,completed
223,223,2343.35,2025-01-09T10:11:21,card,completed
224,224,856.17,2024-03-20T22:32:36,bizum,completed
225,225,1143.79,2025-02-16T15:00:00,card,completed
226,226,1160.26,2025-05-16T02:13:12,paypal,completed
227,227,3539.94,2025-10-13T04:59:47,card,completed
228,228,793.02,2025-05-21T19:08:39,transfer,refunded
229,229,2674.3,2024-06-26T00:42:39,paypal,completed
230,230,310.26,2025-06-16T19:49:31,card,completed
231,231,4883.23,2024-04-17T11:42:33,card,completed
232,232,87.81,2025-01-01T11:36:35,card,completed
233,233,356.08,2026-04-02T17:10:24,card,completed
234,234,78.96,2025-05-08T05:48:42,paypal,refunded
235,235,2052.49,2026-06-08T09:42:14,card,completed
236,236,1949.87,2026-05-25T07:59:18,transfer,completed
237,237,735.0,2025-09-30T06:19:28,card,completed
238,238,784.32,2024-01-11T13:03:46,card,completed
239,239,1199.5,2025-05-12T20:40:03,card,completed
240,240,87.69,2026-05-05T20:30:07,card,completed
241,241,31.02,2025-07-10T06:23:30,card,completed
242,242,1363.87,2024-11-02T08:28:10,card,completed
243,243,3241.48,2026-05-16T00:01:29,bizum,completed
244,244,690.85,2025-06-26T04:45:03,bizum,refunded
245,245,1203.99,2024-11-23T06:27:40,card,completed
246,246,2769.54,2026-04-05T21:21:28,paypal,pending
247,247,2476.06,2025-02-25T04:02:18,bizum,completed
248,248,2012.71,2025-07-12T14:24:11,paypal,refunded
249,249,1726.89,2026-01-11T04:58:04,card,completed
250,250,1217.61,2024-08-26T23:16:29,paypal,completed
251,251,496.76,2026-04-06T20:27:39,card,completed
252,252,1099.47,2025-09-19T06:23:03,card,completed
253,253,2568.22,2026-06-23T10:43:22,card,completed
254,254,946.96,2025-06-01T20:51:22,paypal,completed
255,255,554.43,2025-03-06T21:55:56,card,pending
256,256,180.1,2026-02-26T22:15:34,card,completed
257,257,573.56,2024-11-04T18:03:55,transfer,completed
258,258,5.55,2026-02-03T08:39:54,transfer,completed
259,259,599.83,2024-04-21T03:13:49,card,completed
260,260,1146.15,2026-06-09T07:38:03,paypal,completed
261,261,970.93,2025-01-12T09:20:40,paypal,completed
262,262,458.78,2025-05-02T14:03:05,card,completed
263,263,1143.79,2026-02-24T15:16:44,card,completed
264,264,518.63,2026-02-14T17:57:09,card,completed
265,265,580.95,2024-09-12T19:52:48,bizum,refunded
266,266,444.02,2025-10-04T17:27:27,transfer,completed
267,267,659.31,2025-01-08T05:55:19,card,completed
268,268,1876.08,2024-09-10T00:43:51,card,completed
269,269,1266.78,2024-11-03T12:26:41,transfer,refunded
270,270,1189.34,2024-11-24T02:43:50,paypal,completed
271,271,504.21,2025-05-11T21:37:40,card,completed
272,272,668.94,2025-08-14T23:47:53,card,completed
273,273,92.0,2026-03-06T01:56:59,paypal,refunded
274,274,230.5,2026-06-11T07:29:01,card,completed
275,275,448.79,2024-06-18T19:39:55,paypal,completed
276,276,1381.7,2025-11-10T08:38:55,paypal,completed
277,277,1139.88,2024-02-19T20:00:45,paypal,refunded
278,278,2438.84,2026-01-05T01:59:04,card,completed
279,279,1038.38,2025-07-03T10:43:27,paypal,completed
280,280,1131.46,2025-06-01T07:32:05,card,completed
281,281,1488.59,2025-12-10T02:58:59,paypal,completed
282,282,3232.21,2026-03-26T14:28:16,card,pending
283,283,243.47,2025-04-16T09:38:54,card,completed
284,284,629.02,2026-01-13T06:43:52,card,completed
285,285,1926.38,2026-03-06T16:13:48,paypal,completed
286,286,1099.47,2026-03-15T09:35:24,paypal,refunded
287,287,496.76,2024-10-02T05:30:08,paypal,refunded
288,288,5331.51,2026-06-12T19:42:48,card,completed
289,289,38.17,2026-02-25T21:28:16,card,completed
290,290,1141.79,2025-06-27T14:05:38,card,completed
291,291,1160.1,2024-12-22T17:17:16,card,completed
292,292,25.6,2024-03-10T02:52:28,paypal,completed
293,293,398.2,2026-02-17T20:47:50,card,refunded
294,294,812.23,2026-04-26T20:48:25,card,completed
295,295,6.17,2025-06-06T06:05:10,transfer,refunded
296,296,1007.86,2025-05-26T07:01:00,paypal,completed
297,297,432.62,2025-08-02T15:24:52,paypal,completed
298,298,157.12,2025-03-07T22:50:11,transfer,completed
299,299,1902.86,2024-10-09T11:38:30,card,completed
300,300,526.43,2026-02-18T14:28:02,paypal,completed
301,301,1343.42,2024-08-17T16:40:51,card,completed
302,302,1468.2,2024-11-20T21:23:34,card,completed
303,303,422.13,2024-02-14T05:26:53,card,completed
304,304,262.34,2025-06-19T03:38:53,card,completed
305,305,623.37,2026-06-19T03:40:37,card,completed
306,306,62.09,2024-09-28T19:30:06,card,completed
307,307,441.42,2025-07-13T23:50:24,bizum,completed
308,308,496.62,2024-08-16T01:21:50,transfer,completed
309,309,2661.34,2024-06-05T22:30:34,bizum,completed
310,310,684.44,2025-03-29T12:04:09,transfer,completed
311,311,2407.98,2025-08-02T17:18:07,bizum,refunded
312,312,7049.82,2025-07-29T13:33:36,card,completed
313,313,207.69,2025-11-11T11:02:02,card,refunded
314,314,2476.24,2026-03-28T03:34:33,card,refunded
315,315,1194.16,2025-02-24T16:07:59,paypal,completed
316,316,67.56,2026-05-14T22:01:35,paypal,completed
317,317,43.99,2024-08-07T14:49:28,card,completed
318,318,1440.57,2024-11-27T02:02:47,card,completed
319,319,214.58,2024-03-10T18:27:06,card,completed
320,320,2547.08,2026-04-29T20:42:17,card,refunded
321,321,862.88,2026-01-06T07:01:05,paypal,completed
322,322,135.83,2025-05-02T16:37:07,card,completed
323,323,848.58,2025-12-07T09:58:30,transfer,completed
324,324,719.74,2024-05-17T14:27:08,bizum,completed
325,325,948.06,2024-04-08T13:33:39,card,completed
326,326,635.02,2024-12-06T17:16:44,bizum,refunded
327,327,282.23,2024-03-06T09:25:03,bizum,completed
328,328,285.46,2025-09-01T14:04:27,paypal,completed
329,329,301.51,2024-09-25T07:48:11,transfer,completed
330,330,3012.8,2025-03-22T07:31:36,card,pending
331,331,188.28,2025-11-21T14:54:34,bizum,completed
332,332,2852.0,2025-11-01T17:15:40,card,refunded
333,333,441.42,2025-11-20T00:18:29,bizum,completed
334,334,597.08,2026-02-26T11:07:17,card,completed
335,335,1774.54,2025-04-28T12:41:46,paypal,completed
336,336,1985.44,2025-04-07T16:59:31,card,completed
337,337,389.57,2025-10-27T22:42:17,card,completed
338,338,745.58,2025-04-04T00:16:03,bizum,completed
339,339,6142.93,2026-05-22T13:37:31,paypal,completed
340,340,4805.75,2026-06-20T10:17:31,transfer,completed
341,341,271.62,2024-11-16T02:19:27,card,refunded
342,342,303.31,2024-06-11T10:04:51,bizum,refunded
343,343,2661.34,2025-08-31T23:43:09,paypal,completed
344,344,496.76,2026-04-17T08:44:56,card,completed
345,345,2009.83,2025-09-22T11:38:08,paypal,completed
346,346,3394.5,2024-07-21T18:06:31,card,completed
347,347,1021.23,2026-02-13T14:08:11,transfer,completed
348,348,812.45,2025-08-19T06:54:52,card,completed
349,349,508.01,2026-03-08T19:27:55,paypal,pending
350,350,58.82,2024-05-30T13:03:08,paypal,completed
351,351,385.81,2026-01-27T23:56:34,paypal,completed
352,352,912.69,2025-07-04T17:08:26,paypal,completed
353,353,560.23,2025-04-24T20:21:13,transfer,completed
354,354,34.71,2024-09-29T12:13:12,card,completed
355,355,259.14,2024-10-12T08:07:52,card,completed
356,356,394.12,2026-03-12T09:29:12,card,completed
357,357,1855.41,2024-12-28T04:17:17,card,completed
358,358,728.61,2025-01-19T21:07:42,card,completed
359,359,516.39,2026-04-17T04:21:44,paypal,refunded
360,360,79.44,2026-04-14T01:58:06,card,completed
361,361,335.68,2025-01-11T14:53:53,transfer,completed
362,362,288.14,2024-10-05T11:31:09,card,refunded
363,363,2133.4,2024-03-16T12:06:38,card,completed
364,364,410.45,2025-02-02T00:10:17,card,completed
365,365,1330.67,2025-10-25T06:08:19,card,completed
366,366,641.23,2026-06-26T03:12:19,card,completed
367,367,1042.64,2024-07-21T15:38:03,paypal,completed
368,368,1920.24,2026-02-16T13:57:22,card,completed
369,369,25.6,2025-10-18T07:15:37,card,completed
370,370,1608.08,2025-08-25T19:20:03,card,completed
371,371,24.32,2025-10-01T22:49:01,card,completed
372,372,597.08,2024-01-29T12:32:14,paypal,completed
373,373,1823.99,2026-03-04T13:57:52,card,refunded
374,374,1490.28,2024-10-06T02:22:37,card,completed
375,375,702.5,2025-05-15T18:56:35,card,completed
376,376,87.4,2024-06-29T04:52:16,bizum,completed
377,377,287.0,2026-01-12T06:51:37,card,refunded
378,378,83.08,2024-02-26T14:41:13,card,completed
379,379,188.28,2024-06-24T04:46:37,paypal,refunded
380,380,113.95,2024-05-19T18:22:23,transfer,completed
381,381,717.73,2025-10-23T23:41:07,card,pending
382,382,811.41,2025-01-13T23:18:48,paypal,completed
383,383,1085.78,2025-02-02T21:37:26,transfer,refunded
384,384,946.28,2025-12-22T03:56:10,card,completed
385,385,4745.21,2024-06-04T15:10:27,bizum,completed
386,386,1066.69,2025-04-18T09:12:06,paypal,completed
387,387,285.92,2026-06-07T22:56:56,card,completed
388,388,1367.01,2025-02-22T03:40:35,bizum,completed
389,389,209.64,2024-03-20T04:59:38,card,completed
390,390,1861.84,2025-08-24T22:29:22,paypal,refunded
391,391,11.2,2025-05-10T04:09:03,transfer,refunded
392,392,89.48,2026-03-20T07:16:21,card,completed
393,393,54.16,2024-12-12T14:55:07,card,completed
394,394,1861.22,2025-12-18T18:04:18,card,completed
395,395,718.61,2025-11-11T08:32:17,card,completed
396,396,2432.83,2024-06-03T04:01:14,paypal,completed
397,397,1930.0,2025-05-05T03:16:47,paypal,completed
398,398,1866.99,2025-10-24T03:41:16,card,pending
399,399,260.38,2025-08-21T08:24:58,paypal,completed
400,400,385.81,2024-10-15T01:49:24,card,completed
401,401,633.94,2024-09-28T01:26:10,card,completed
402,402,502.41,2025-03-11T15:30:36,transfer,refunded
403,403,1199.59,2025-08-04T01:40:14,card,completed
404,404,410.45,2026-05-21T06:12:29,card,refunded
405,405,584.22,2024-06-12T15:56:12,bizum,completed
406,406,292.46,2026-05-12T12:28:41,card,completed
407,407,854.98,2025-11-13T16:37:19,paypal,completed
408,408,35.65,2025-02-23T17:24:44,card,completed
409,409,993.52,2025-01-04T04:49:28,card,completed
410,410,31.02,2025-11-14T21:30:30,card,completed
411,411,1411.1,2025-02-15T06:35:58,paypal,completed
412,412,616.39,2025-09-25T13:03:22,bizum,refunded
413,413,3646.88,2025-04-28T04:45:25,paypal,completed
414,414,1530.96,2025-04-29T14:58:27,card,completed
415,415,588.67,2026-01-09T23:50:48,card,completed
416,416,612.74,2025-12-28T19:06:28,card,completed
417,417,231.51,2025-09-08T12:19:01,card,completed
418,418,1342.46,2026-01-23T22:30:33,card,completed
419,419,4046.59,2025-04-24T09:03:01,card,completed
420,420,526.29,2026-05-22T23:21:10,card,completed
421,421,848.71,2025-01-29T22:18:55,bizum,completed
422,422,424.81,2024-10-30T05:42:48,paypal,completed
423,423,1455.06,2025-11-28T06:01:19,card,pending
424,424,1619.02,2025-12-25T17:54:01,card,completed
425,425,8539.99,2024-10-09T01:49:59,transfer,completed
426,426,257.21,2025-01-08T20:02:34,transfer,pending
427,427,1625.77,2025-09-13T08:33:21,paypal,completed
428,428,1052.58,2026-01-26T20:51:48,card,completed
429,429,386.6,2026-05-15T11:30:26,paypal,completed
430,430,1800.0,2024-03-21T00:38:49,bizum,completed
431,431,949.62,2026-04-02T20:17:04,card,completed
432,432,512.81,2025-07-26T21:59:54,transfer,completed
433,433,713.46,2026-05-07T23:49:59,transfer,completed
434,434,955.88,2025-12-27T01:58:33,card,completed
435,435,78.96,2026-03-28T16:32:46,card,completed
436,436,1889.51,2025-12-20T17:13:34,paypal,completed
437,437,64.31,2025-11-04T03:32:51,card,completed
438,438,33.87,2025-04-11T12:55:48,card,refunded
439,439,5014.63,2024-11-18T19:00:17,bizum,completed
440,440,28.84,2025-02-02T05:58:36,card,completed
441,441,1143.79,2024-07-24T14:53:56,card,refunded
442,442,1375.84,2025-04-07T06:49:41,card,completed
443,443,42.49,2026-01-15T06:56:19,card,completed
444,444,543.57,2026-05-02T23:03:20,paypal,completed
445,445,2328.4,2024-01-22T21:27:22,card,refunded
446,446,1807.47,2025-02-05T18:09:42,card,completed
447,447,569.79,2024-09-02T20:08:32,card,completed
448,448,1368.28,2025-11-30T18:30:28,card,completed
449,449,5651.18,2025-08-06T04:40:27,transfer,pending
450,450,496.62,2024-01-20T22:04:10,card,completed
451,451,1747.67,2025-08-14T22:10:22,card,completed
452,452,60.83,2025-06-11T10:42:37,card,completed
453,453,448.79,2024-12-14T21:56:14,paypal,completed
454,454,1863.31,2024-06-18T11:25:44,card,completed
455,455,67.66,2024-01-07T07:38:07,paypal,failed
456,456,299.0,2024-12-30T04:49:49,card,completed
457,457,609.8,2024-08-23T23:11:16,card,completed
458,458,970.93,2024-07-25T12:49:28,card,completed
459,459,3763.31,2024-12-19T15:11:59,card,refunded
460,460,20.04,2025-10-26T00:27:53,card,completed
461,461,1805.42,2025-10-13T05:17:28,card,pending
462,462,1548.94,2025-02-22T02:03:39,card,completed
463,463,1589.83,2025-10-10T09:07:21,card,completed
464,464,24.88,2024-06-26T10:44:44,paypal,refunded
465,465,1596.09,2025-01-25T19:42:12,card,completed
466,466,1799.34,2026-05-04T22:25:54,card,completed
467,467,411.22,2024-08-21T20:26:06,card,refunded
468,468,1223.12,2025-08-26T10:28:21,paypal,completed
469,469,57.79,2025-03-14T11:23:00,card,pending
470,470,407.29,2026-04-02T00:28:19,card,completed
471,471,35.65,2026-05-28T16:07:53,card,completed
472,472,1014.61,2025-02-23T23:34:46,transfer,refunded
473,473,465.46,2026-02-25T21:25:20,paypal,failed
474,474,950.81,2025-11-07T07:02:42,paypal,completed
475,475,1194.15,2024-12-22T02:42:40,card,completed
476,476,70.72,2026-06-06T18:42:30,paypal,completed
477,477,543.57,2024-11-14T10:09:43,paypal,completed
478,478,299.67,2026-06-06T21:15:44,card,completed
479,479,5047.02,2026-01-15T05:38:10,transfer,refunded
480,480,205.54,2026-02-20T01:51:05,bizum,completed
481,481,501.65,2026-04-18T13:02:14,card,completed
482,482,560.23,2025-10-17T08:00:30,transfer,completed
483,483,115.58,2026-03-26T18:23:29,card,completed
484,484,25.6,2025-07-18T19:33:10,card,completed
485,485,6076.94,2025-07-08T07:46:04,card,completed
486,486,301.79,2026-01-10T07:57:12,card,completed
487,487,528.68,2025-06-27T23:38:25,bizum,completed
488,488,387.83,2024-09-12T16:13:34,paypal,completed
489,489,785.13,2025-08-30T22:36:52,card,completed
490,490,714.7,2025-08-29T11:41:05,paypal,completed
491,491,775.66,2025-10-30T04:07:40,paypal,completed
492,492,477.29,2026-03-24T10:17:50,card,pending
493,493,885.46,2025-09-17T18:31:20,card,completed
494,494,3429.62,2024-03-10T23:43:17,transfer,completed
495,495,65.54,2025-03-03T03:29:37,transfer,completed
496,496,367.46,2025-10-01T22:49:33,bizum,completed
497,497,54.58,2026-05-21T07:45:41,card,completed
498,498,1967.67,2024-11-18T15:50:47,card,completed
499,499,248.61,2026-05-05T00:51:53,paypal,completed
500,500,3050.7,2026-04-02T03:11:11,paypal,completed
501,501,73.05,2026-01-06T09:10:18,paypal,completed
502,502,4541.4,2025-06-27T08:17:17,card,completed
503,503,1666.05,2026-05-15T22:56:43,card,completed
504,504,629.28,2026-05-01T14:10:52,card,completed
505,505,2083.57,2024-09-21T22:30:48,card,refunded
506,506,1139.58,2025-12-25T21:19:16,card,pending
507,507,458.34,2024-08-12T18:18:27,transfer,refunded
508,508,862.36,2025-09-10T22:05:03,card,completed
